,Title,Author,Year,Rating,Raters,Genres
158,Just After Sunset (Hardcover),Stephen King,2008,3.87,51437,"Horror,Short Stories,Fiction,Thriller,Fantasy,Anthologies,Fantasy,Audiobook,Suspense,Anthologies"
159,Joyland (Paperback),Stephen King,2013,3.93,142585,"Horror,Mystery,Fiction,Thriller,Mystery,Thriller,Fantasy,Audiobook,Suspense,Young Adult"
160,The Elementals (Paperback),Michael McDowell,1981,4.02,15224,"Horror,Fiction,Gothic,Fantasy,Gothic,Fantasy,Audiobook,Fantasy,Paranormal,Adult"
161,"Jaws (Jaws, #1)",Peter Benchley,1974,3.96,152762,"Horror,Fiction,Thriller,Classics,Adventure,Suspense,Audiobook,Animals,Novels,Adult"
162,The Silent Companions (Paperback),Laura  Purcell,2017,3.9,27318,"Horror,Historical,Gothic,Fiction,Mystery,Historical,Fantasy,Thriller,Fantasy,Adult"
163,"Days Gone Bye (The Walking Dead, #1)",Robert Kirkman,2004,4.27,219962,"Sequential Art,Sequential Art,Horror,Horror,Fiction,Graphic Novels Comics,Comics,Apocalyptic,Science Fiction,Fantasy"
164,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,1979,3.84,191691,
165,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,2011,3.92,1164150,"Fantasy,Young Adult,Fiction,Fantasy,Mystery,Horror,Historical,Science Fiction,Fantasy,Adventure"
166,A Monster Calls (Paperback),Patrick Ness,2011,4.35,245760,"Fantasy,Young Adult,Fiction,Horror,Childrens,Contemporary,Magical Realism,Childrens,Fantasy,Death"
167,Devolution: A Firsthand Account of the Rainier Sasquatch Massacre (Hardcover),Max Brooks,2020,3.92,38126,"Horror,Fiction,Science Fiction,Thriller,Fantasy,Audiobook,Adult,Fantasy,Mystery,Adventure"
168,Phantoms (Mass Market Paperback),Dean Koontz,1983,3.96,70643,"Horror,Fiction,Thriller,Suspense,Mystery,Science Fiction,Fantasy,Fantasy,Fantasy,Thriller"
169,The Phantom of the Opera (Paperback),Gaston Leroux,1909,3.96,222629,"Classics,Fiction,Horror,Romance,Gothic,Mystery,Historical,Cultural,Fantasy,Literature"
170,The Deep (Hardcover),Nick Cutter,2015,3.41,19239,"Horror,Fiction,Science Fiction,Thriller,Audiobook,Adult,Mystery,Suspense,Thriller,Adult Fiction"
171,The Legend of Sleepy Hollow (Paperback),Washington Irving,1820,3.72,66000,"Classics,Horror,Fiction,Short Stories,Fantasy,Gothic,Audiobook,Holiday,Mystery,Historical"
172,The Ritual (Paperback),Adam Nevill,2011,3.6,18381,"Horror,Fiction,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Adult,Audiobook,Adventure"
173,"Summer of Night (Seasons of Horror, #1)",Dan Simmons,1991,4.04,23667,"Horror,Fiction,Thriller,Fantasy,Mystery,Young Adult,Fantasy,Suspense,Fantasy,Audiobook"
174,Her Body and Other Parties: Stories (Paperback),Carmen Maria Machado,2017,3.88,68809,"Short Stories,Fiction,Horror,Fantasy,Feminism,LGBT,Magical Realism,LGBT,Adult,Contemporary"
175,Plain Bad Heroines (Hardcover),Emily M. Danforth,2020,3.67,18826,"Horror,Historical,Fiction,LGBT,Mystery,LGBT,Gothic,LGBT,Historical,Adult"
176,The Road (Hardcover),Cormac McCarthy,2006,3.98,817340,"Fiction,Science Fiction,Science Fiction,Apocalyptic,Classics,Horror,Literature,Novels,Science Fiction,Contemporary"
177,Meddling Kids (Hardcover),Edgar Cantero,2017,3.55,27503,"Horror,Mystery,Fiction,Fantasy,Humor,Fantasy,Adult,LGBT,Thriller,Fantasy"
178,Come Closer (Paperback),Sara Gran,2003,3.63,18535,"Horror,Fiction,Thriller,Mystery,Fantasy,Novella,Adult,Fantasy,Fantasy,Thriller"
179,"Locke & Key, Vol. 2: Head Games (Hardcover)",Joe Hill,2009,4.32,43643,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Graphic Novels Comics,Comics,Mystery,Fantasy,Adult"
180,"The Year of the Witching (Bethel, #1)",Alexis Henderson,2020,3.81,28721,"Fantasy,Horror,Fiction,Historical,Paranormal,Fantasy,Young Adult,Historical,Adult,Feminism"
181,Dead Silence (Hardcover),S.A. Barnes,2022,3.81,11544,"Horror,Science Fiction,Fiction,Thriller,Mystery,Adult,Space,Audiobook,Fantasy,Thriller"
182,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,1992,3.74,83841,"Horror,Fantasy,Paranormal,Fiction,Fantasy,Fantasy,Fantasy,Gothic,Adult,Science Fiction Fantasy"
183,"Alice (The Chronicles of Alice, #1)",Christina Henry,2015,3.85,34280,"Fantasy,Horror,Retellings,Fiction,Adult,Dark,Fantasy,Fantasy,Young Adult,Thriller"
184,"Books of Blood: Volumes One to Three (Books of Blood, #1-3)",Clive Barker,1984,4.18,26636,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Thriller,Fantasy,Anthologies,Fantasy,Horror"
185,House of Hollow (Hardcover),Krystal Sutherland,2021,4.06,47311,"Fantasy,Horror,Young Adult,Mystery,Thriller,Fiction,Fantasy,Magical Realism,Thriller,Young Adult"
186,Hearts in Atlantis (Paperback),Stephen King,1999,3.84,90597,"Horror,Fiction,Fantasy,Short Stories,Thriller,Suspense,Mystery,Fantasy,Historical,War"
187,Carrion Comfort (Mass Market Paperback),Dan Simmons,1989,3.9,21465,"Horror,Fiction,Fantasy,Paranormal,Thriller,Science Fiction,Fantasy,Fantasy,Historical,Suspense"
188,"Wizard and Glass (The Dark Tower, #4)",Stephen King,1997,4.25,183870,"Fantasy,Fiction,Horror,Science Fiction,Westerns,Adventure,Audiobook,Science Fiction Fantasy,Apocalyptic,Novels"
189,The Library at Mount Char (Paperback),Scott  Hawkins,2015,4.09,44724,"Fantasy,Horror,Fiction,Science Fiction,Adult,Fantasy,Mystery,Science Fiction Fantasy,Writing,Audiobook"
190,The Sun Down Motel (Hardcover),Simone St. James,2020,4.03,115888,"Mystery,Horror,Thriller,Fiction,Thriller,Fantasy,Audiobook,Suspense,Adult,Paranormal"
191,"The Twelve (The Passage, #2)",Justin Cronin,2012,4.01,94655,"Horror,Fiction,Fantasy,Science Fiction,Apocalyptic,Paranormal,Science Fiction,Thriller,Audiobook,Science Fiction"
192,The Tell-Tale Heart (Hardcover),Edgar Allan Poe,1843,4.24,79760,"Classics,Short Stories,Horror,Fiction,Gothic,Academic,Mystery,Poetry,Academic,Literature"
193,"Books of Blood, Volume One (Books of Blood, #1)",Clive Barker,1984,4.04,23995,"Horror,Short Stories,Fiction,Fantasy,Anthologies,Thriller,Fantasy,Short Stories,Fantasy,Anthologies"
194,"Clown in a Cornfield (Clown in a Cornfield, #1)",Adam Cesare,2020,3.76,15143,"Horror,Young Adult,Thriller,Fiction,Audiobook,Mystery,LGBT,Holiday,Contemporary,Thriller"
195,"The Fall (The Strain Trilogy, #2)",Guillermo del Toro,2010,3.82,37648,"Horror,Paranormal,Fiction,Fantasy,Thriller,Science Fiction,Fantasy,Fantasy,Apocalyptic,Audiobook"
196,"A Dowry of Blood (A Dowry of Blood, #1)",S.T. Gibson,2021,4.15,19445,"Fantasy,Horror,LGBT,Paranormal,Historical,Romance,Adult,Retellings,LGBT,LGBT"
197,The Wasp Factory (Paperback),Iain Banks,1984,3.79,88685,"Fiction,Horror,Thriller,Contemporary,Mystery,Classics,Dark,Cultural,Novels,Literature"
198,The Lottery (Paperback),Shirley Jackson,1948,4.07,76073,"Short Stories,Classics,Horror,Fiction,Science Fiction,Academic,Academic,Science Fiction,Gothic,Literature"
199,Final Girls (Hardcover),Riley Sager,2017,3.84,137816,"Thriller,Mystery,Horror,Fiction,Thriller,Adult,Audiobook,Suspense,Mystery,Contemporary"
200,The Running Man (Paperback),Stephen King,1982,3.89,119384,"Horror,Fiction,Science Fiction,Science Fiction,Thriller,Audiobook,Fantasy,Suspense,Novels,Adult"
201,11/22/63 (Hardcover),Stephen King,2011,4.32,488491,"Fiction,Historical,Science Fiction,Science Fiction,Fantasy,Horror,Thriller,Audiobook,Historical,Mystery"
202,We Sold Our Souls (Kindle Edition),Grady Hendrix,2018,3.78,15351,"Horror,Fiction,Fantasy,Music,Audiobook,Adult,Fantasy,Thriller,Fantasy,Contemporary"
203,The Island of Dr. Moreau (Paperback),H.G. Wells,1896,3.73,110384,"Classics,Science Fiction,Fiction,Horror,Fantasy,Literature,Audiobook,Literature,Novels,Science Fiction Fantasy"
204,The Tell-Tale Heart and Other Writings (Mass Market Paperback),Edgar Allan Poe,1843,4.19,235099,"Classics,Horror,Fiction,Short Stories,Poetry,Mystery,Literature,Gothic,Academic,Fantasy"
205,The Luminous Dead (Kindle Edition),Caitlin  Starling,2019,3.69,11226,"Horror,Science Fiction,LGBT,Fiction,Adult,LGBT,Thriller,LGBT,Audiobook,Mystery"
208,The Zombie Survival Guide: Complete Protection from the Living Dead (Paperback),Max Brooks,2003,3.85,101169,"Horror,Horror,Fiction,Humor,Science Fiction,Fantasy,Apocalyptic,Adventure,Humor,Reference"
209,'Salem's Lot (Hardcover),Stephen King,1975,4.26,105600,"Horror,Fiction,Paranormal,Fantasy,Thriller,Fantasy,Fantasy,Novels,Adult,Mystery"
210,"Relic (Pendergast, #1)",Douglas Preston,1995,4.04,102116,"Horror,Thriller,Mystery,Fiction,Science Fiction,Thriller,Suspense,Adventure,Fantasy,Mystery"
211,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,1995,3.76,79056,"Horror,Fantasy,Paranormal,Fiction,Fantasy,Fantasy,Fantasy,Gothic,Adult,Science Fiction Fantasy"
212,The Book of Accidents (Hardcover),Chuck Wendig,2021,3.77,16049,"Horror,Fiction,Thriller,Fantasy,Mystery,Fantasy,Adult,Audiobook,Science Fiction,Fantasy"
213,The Book of Accidents (Hardcover),Chuck Wendig,2021,3.77,16049,"Horror,Fiction,Thriller,Fantasy,Mystery,Fantasy,Adult,Audiobook,Science Fiction,Fantasy"
214,Strange Weather (Hardcover),Joe Hill,2017,3.86,22321,"Horror,Short Stories,Fiction,Fantasy,Science Fiction,Audiobook,Thriller,Adult,Anthologies,Novella"
215,The Hacienda (Hardcover),Isabel Cañas,2022,3.85,21018,"Horror,Historical,Gothic,Fiction,Mystery,Thriller,Historical,Adult,Fantasy,Fantasy"
216,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,2010,3.71,133932,"Fiction,Fantasy,Historical,Horror,Paranormal,Fantasy,Historical,Fantasy,Science Fiction,Humor"
217,The Fall of the House of Usher: An Edgar Allan Poe Short Story (Paperback),Edgar Allan Poe,1839,3.92,53582,"Classics,Horror,Short Stories,Fiction,Gothic,Mystery,Academic,Literature,Literature,Literature"
218,Night of the Mannequins (Paperback),Stephen Graham Jones,2020,3.37,11936,"Horror,Novella,Fiction,Audiobook,Adult,Thriller,Short Stories,Young Adult,Mystery,Thriller"
219,Penpal (Paperback),Dathan Auerbach,2012,3.88,20547,"Horror,Fiction,Mystery,Thriller,Adult,Thriller,Novels,Mystery,Suspense,Fantasy"
220,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,2003,4.19,171670,"Fantasy,Fiction,Horror,Science Fiction,Westerns,Adventure,Audiobook,Science Fiction Fantasy,Epic,Novels"
221,"Locke & Key, Volume 3: Crown of Shadows (Hardcover)",Joe Hill,2010,4.39,37800,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Graphic Novels Comics,Comics,Mystery,Fantasy,Fantasy"
222,"The Dark Tower (The Dark Tower, #7)",Stephen King,2004,4.27,161193,"Fantasy,Fiction,Horror,Science Fiction,Adventure,Westerns,Audiobook,Science Fiction Fantasy,Epic,Novels"
223,"The Girl from the Well (The Girl from the Well, #1)",Rin Chupeco,2014,3.8,11413,"Horror,Young Adult,Fantasy,Fantasy,Paranormal,Fiction,Mystery,Fantasy,Thriller,Audiobook"
224,Hide (Hardcover),Kiersten White,2022,3.34,17837,"Horror,Thriller,Fiction,Adult,Mystery,Thriller,Audiobook,Fantasy,Fantasy,LGBT"
225,"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,2016,4.07,155871,"Thriller,Horror,Mystery,Fiction,Thriller,Mystery,Suspense,Adult,Dark,Audiobook"
226,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie Ryan,2009,3.6,84271,"Young Adult,Horror,Horror,Science Fiction,Fantasy,Fiction,Apocalyptic,Romance,Fantasy,Science Fiction"
227,The Bachman Books (Paperback),Richard Bachman,1985,4.14,70762,"Horror,Fiction,Short Stories,Thriller,Science Fiction,Suspense,Fantasy,Mystery,Anthologies,Anthologies"
228,The Bloody Chamber and Other Stories (Paperback),Angela Carter,1979,3.95,49524,"Short Stories,Fantasy,Fiction,Horror,Gothic,Classics,Fantasy,Feminism,Retellings,Magical Realism"
229,"Asylum (Asylum, #1)",Madeleine Roux,2013,3.64,53350,"Horror,Young Adult,Mystery,Fantasy,Fiction,Fantasy,Thriller,Paranormal,Fantasy,Young Adult"
230,The Death of Jane Lawrence (Hardcover),Caitlin  Starling,2021,3.19,12930,"Horror,Gothic,Historical,Fiction,Fantasy,Mystery,Adult,Fantasy,Historical,Thriller"
231,"Gwendy's Button Box (The Button Box, #1)",Stephen King,2017,3.92,59873,"Horror,Fiction,Fantasy,Mystery,Audiobook,Novella,Thriller,Short Stories,Adult,Fantasy"
232,"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey,2009,3.9,18800,"Horror,Young Adult,Fantasy,Historical,Fiction,Fantasy,Mystery,Historical,Fantasy,Young Adult"
233,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre (Paperback),H.P. Lovecraft,1963,4.3,28809,"Horror,Fiction,Short Stories,Classics,Fantasy,Science Fiction,Anthologies,Horror,Fantasy,Literature"
234,"Song of Susannah (The Dark Tower, #6)",Stephen King,2004,3.99,147014,"Fantasy,Fiction,Horror,Science Fiction,Adventure,Westerns,Audiobook,Science Fiction Fantasy,Novels,Fantasy"
235,Battle Royale (Paperback),Koushun Takami,1999,4.25,67433,"Fiction,Horror,Science Fiction,Science Fiction,Thriller,Young Adult,Cultural,Asian Literature,Fantasy,Novels"
236,The Lottery and Other Stories (Paperback),Shirley Jackson,1949,4.05,71634,"Short Stories,Fiction,Horror,Classics,Gothic,Literature,Audiobook,Literature,Anthologies,Adult"
237,Intensity (Paperback),Dean Koontz,1995,4.04,79692,"Horror,Thriller,Fiction,Suspense,Mystery,Thriller,Mystery,Adult,Audiobook,Novels"
238,Night Film (Paperback),Marisha Pessl,2013,3.78,85757,"Mystery,Fiction,Horror,Thriller,Thriller,Adult,Suspense,Contemporary,Mystery,Adult Fiction"
239,Sawkill Girls (Hardcover),Claire Legrand,2018,3.68,15895,"Horror,Young Adult,Fantasy,LGBT,Mystery,Fiction,Thriller,LGBT,Fantasy,Audiobook"
240,The Sandman Vol. 1: Preludes & Nocturnes (Hardcover),Neil Gaiman,1988,4.24,249674,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Adult"
241,"Small Spaces (Small Spaces, #1)",Katherine Arden,2018,4.02,21113,"Childrens,Horror,Fantasy,Mystery,Fiction,Fantasy,Childrens,Young Adult,Audiobook,Paranormal"
242,"Locke & Key, Vol. 4: Keys to the Kingdom (Hardcover)",Joe Hill,2011,4.38,33942,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Graphic Novels Comics,Comics,Fantasy,Mystery,Adult"
243,Horrid (Hardcover),Katrina Leno,2020,3.58,11791,"Horror,Young Adult,Mystery,Thriller,Fantasy,Fiction,Contemporary,Fantasy,Thriller,Paranormal"
244,The Raven (Paperback),Edgar Allan Poe,1845,4.29,126235,"Classics,Poetry,Horror,Fiction,Short Stories,Gothic,Academic,Literature,Mystery,Literature"
245,The Willows (Paperback),Algernon Blackwood,1907,4.08,10803,"Horror,Classics,Fiction,Short Stories,Fantasy,Gothic,Fantasy,Novella,Fantasy,Fantasy"
246,The Cask of Amontillado - an Edgar Allan Poe Short Story (Paperback),Edgar Allan Poe,1846,4.09,72129,"Classics,Short Stories,Horror,Fiction,Academic,Gothic,Mystery,Literature,Academic,Literature"
247,The Lost Village (Hardcover),Camilla Sten,2019,3.55,22485,"Horror,Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Cultural,Adult Fiction"
248,The Haunting of Ashburn House (Kindle Edition),Darcy Coates,2016,3.95,18562,"Horror,Fantasy,Fiction,Mystery,Paranormal,Thriller,Gothic,Adult,Fantasy,Fantasy"
249,The Damnation Game (Mass Market Paperback),Clive Barker,1985,3.82,19208,"Horror,Fiction,Fantasy,Thriller,Fantasy,Novels,Fantasy,Adult,Fantasy,Dark"
250,Comfort Me with Apples (Hardcover),Catherynne M. Valente,2021,3.61,15820,"Horror,Fantasy,Fiction,Thriller,Novella,Adult,Mystery,Audiobook,Thriller,Retellings"
251,The Stepford Wives (Paperback),Ira Levin,1972,3.81,35764,"Horror,Fiction,Classics,Science Fiction,Thriller,Mystery,Feminism,Science Fiction,Thriller,Suspense"
252,Necroscope (Necroscope #1),Brian Lumley,1986,4.01,20141,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Science Fiction,Fantasy,Thriller,Fantasy,Audiobook"
253,Cabal (Paperback),Clive Barker,1988,3.93,19692,"Horror,Fiction,Fantasy,Short Stories,Fantasy,Novels,Thriller,Fantasy,Fantasy,Dark"
254,Exquisite Corpse (Paperback),Poppy Z. Brite,1996,3.78,13234,"Horror,Fiction,LGBT,Thriller,LGBT,Mystery,Dark,Adult,LGBT,Romance"
255,The Grip of It (Paperback),Jac Jemc,2017,3.22,10022,"Horror,Fiction,Thriller,Adult,Mystery,Fantasy,Audiobook,Adult Fiction,Novels,Fantasy"
256,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,2016,4.09,106147,"Horror,Fiction,Thriller,Mystery,Mystery,Audiobook,Thriller,Suspense,Fantasy,Fantasy"
257,The Omen (Paperback),David Seltzer,1976,4.03,64013,"Horror,Fiction,Classics,Thriller,Fantasy,Fantasy,Fantasy,Mystery,Audiobook,Suspense"
260,"Locke & Key, Vol. 5: Clockworks (Hardcover)",Joe Hill,2013,4.47,32036,"Sequential Art,Sequential Art,Horror,Fantasy,Fiction,Graphic Novels Comics,Comics,Adult,Mystery,Fantasy"
261,Fever Dream (Hardcover),Samanta Schweblin,2014,3.74,30522,"Horror,Fiction,Magical Realism,Literary Fiction,Contemporary,Novella,Mystery,European Literature,Adult,Novels"
262,The Eyes of the Dragon (Paperback),Stephen King,1987,3.94,118078,"Fantasy,Fiction,Horror,Young Adult,Fantasy,Science Fiction Fantasy,Adventure,Thriller,Audiobook,Novels"
263,Hidden Pictures (Hardcover),Jason Rekulak,2022,4.22,54352,"Horror,Thriller,Mystery,Fiction,Thriller,Fantasy,Suspense,Audiobook,Adult,Fantasy"
264,Baby Teeth (Hardcover),Zoje Stage,2018,3.61,55402,"Horror,Thriller,Fiction,Thriller,Mystery,Audiobook,Suspense,Adult,Contemporary,Thriller"
265,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,1998,3.78,67310,"Horror,Paranormal,Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Gothic,Historical,Adult"
266,Broken Monsters (Paperback),Lauren Beukes,2014,3.59,21519,"Horror,Fiction,Mystery,Thriller,Mystery,Fantasy,Thriller,Audiobook,Fantasy,Suspense"
267,The Little Stranger (Paperback),Sarah Waters,2009,3.56,51941,"Historical,Fiction,Horror,Gothic,Mystery,Historical,Fantasy,Paranormal,European Literature,Fantasy"
268,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,2015,4.05,131443,"Fiction,Horror,Thriller,Mystery,Mystery,Audiobook,Thriller,Suspense,Mystery,Adult"
269,The Changeling (Hardcover),Victor LaValle,2017,3.78,17154,"Fantasy,Horror,Fiction,Magical Realism,Mystery,Fantasy,Audiobook,Adult,Thriller,Science Fiction Fantasy"
270,The Other (Mass Market Paperback),Thomas Tryon,1971,3.99,21248,"Horror,Fiction,Mystery,Thriller,Gothic,Classics,Suspense,Holiday,Fantasy,Novels"
271,"Dread Nation (Dread Nation, #1)",Justina Ireland,2018,4.14,30009,"Historical,Young Adult,Fantasy,Horror,Horror,Historical,Fiction,Science Fiction,Audiobook,Science Fiction"
272,"I Am Not a Serial Killer (John Cleaver, #1)",Dan Wells,2009,3.79,35254,"Horror,Young Adult,Thriller,Fiction,Mystery,Fantasy,Mystery,Fantasy,Fantasy,Fantasy"
273,The Grownup (Hardcover),Gillian Flynn,2014,3.56,118567,"Fiction,Short Stories,Horror,Thriller,Mystery,Thriller,Audiobook,Adult,Suspense,Adult Fiction"
274,The Invited (Hardcover),Jennifer  McMahon,2019,3.81,24469,"Horror,Mystery,Fiction,Thriller,Fantasy,Thriller,Paranormal,Audiobook,Suspense,Adult"
275,"The Night Eternal (The Strain Trilogy, #3)",Guillermo del Toro,2011,3.7,28689,"Horror,Paranormal,Fiction,Fantasy,Science Fiction,Thriller,Fantasy,Apocalyptic,Audiobook,Fantasy"
276,Weaveworld (Paperback),Clive Barker,1987,4.13,30821,"Fantasy,Horror,Fiction,Fantasy,Science Fiction Fantasy,Science Fiction,Fantasy,Thriller,Fantasy,Audiobook"
277,The Great and Secret Show (Book of the Art #1),Clive Barker,1989,4.06,29686,"Horror,Fantasy,Fiction,Fantasy,Thriller,Science Fiction,Novels,Fantasy,Suspense,Fantasy"
278,Just Like Home (Hardcover),Sarah Gailey,2022,3.45,9828,"Horror,Thriller,Fiction,Adult,Mystery,Gothic,Thriller,Audiobook,Fantasy,Adult Fiction"
279,White Is for Witching (Hardcover),Helen Oyeyemi,2009,3.55,10405,"Horror,Fiction,Fantasy,Gothic,Magical Realism,Fantasy,LGBT,Paranormal,Adult,LGBT"
280,"The Rats (Rats, #1)",James Herbert,1974,3.93,19945,"Horror,Fiction,Thriller,Science Fiction,Animals,Fantasy,Classics,European Literature,Audiobook,Mystery"
281,Summer Sons (Hardcover),Lee Mandelo,2021,3.82,6532,"Horror,LGBT,Fantasy,LGBT,Mystery,Adult,Fiction,Gothic,Thriller,Contemporary"
282,Full Throttle (Hardcover),Joe Hill,2019,4.0,14624,"Horror,Short Stories,Fiction,Fantasy,Audiobook,Thriller,Anthologies,Science Fiction,Fantasy,Adult"
283,"Uzumaki: Spiral into Horror, Vol. 1 (Paperback)",Junji Ito,1998,4.36,22104,"Sequential Art,Horror,Sequential Art,Sequential Art,Fiction,Cultural,Fantasy,Asian Literature,Comics Manga,Graphic Novels Comics"
284,"Off Season (Dead River, #1)",Jack Ketchum,1980,3.8,12576,"Horror,Fiction,Thriller,Horror,Adult,Dark,Novels,Suspense,Audiobook,Mystery"
285,Fevre Dream (Paperback),George R.R. Martin,1982,3.89,25996,"Fantasy,Horror,Paranormal,Fiction,Historical,Historical,Fantasy,Fantasy,Fantasy,Historical Fiction"
286,There's Someone Inside Your House (Hardcover),Stephanie Perkins,2017,3.4,33030,"Horror,Young Adult,Thriller,Mystery,Contemporary,Romance,Fiction,Thriller,Audiobook,Suspense"
287,"Warm Bodies (Warm Bodies, #1)",Isaac Marion,2010,3.91,102985,"Horror,Romance,Young Adult,Horror,Fantasy,Fiction,Science Fiction,Fantasy,Science Fiction,Apocalyptic"
288,"Locke & Key, Vol. 6: Alpha & Omega (Hardcover)",Joe Hill,2014,4.48,29690,"Sequential Art,Horror,Sequential Art,Fantasy,Fiction,Graphic Novels Comics,Comics,Fantasy,Adult,Fantasy"
